run_id,score0,score1,score2,score3,score4,score5,score6,score7,score8,score9,universal_score
551,-247.67,-246.98,-222.85,-221.10,-216.75,-214.58,-214.01,-207.44,-207.29,-207.16,-227.33672727272725
270,-177.01,-175.95,-164.07,-163.60,-162.58,-162.56,-160.85,-160.84,-159.07,-157.70,-167.29909090909092
196,-172.87,-169.96,-166.22,-160.50,-147.86,-146.94,-146.39,-143.81,-141.38,-141.33,-159.53709090909092
392,-213.84,-205.22,-177.51,-177.13,-169.33,-168.76,-167.51,-163.04,-161.46,-160.83,-184.51018181818182
168,-214.02,-192.81,-188.65,-187.71,-184.74,-177.95,-174.65,-170.33,-170.01,-168.36,-189.36036363636367
181,-150.11,-133.34,-129.82,-127.04,-126.38,-125.14,-124.39,-123.48,-123.19,-123.04,-131.82545454545453
716,-193.83,-187.95,-184.69,-180.20,-174.81,-169.66,-169.60,-167.27,-165.11,-164.05,-180.73472727272724
689,-182.80,-182.51,-179.20,-178.94,-177.18,-171.17,-169.74,-167.70,-165.21,-162.20,-177.27963636363637
432,-210.14,-206.76,-198.07,-194.04,-188.41,-187.96,-186.82,-186.66,-186.29,-184.23,-197.08018181818179
512,-208.76,-201.03,-198.47,-193.18,-183.63,-183.27,-178.87,-178.79,-177.97,-177.86,-193.4667272727273
208,-189.35,-167.23,-166.30,-156.59,-155.07,-154.75,-153.91,-152.95,-152.50,-149.56,-164.69672727272726
470,-188.59,-188.05,-183.10,-177.75,-174.46,-174.07,-174.00,-173.95,-173.58,-172.95,-180.77218181818185
007,-173.59,-154.59,-154.42,-152.97,-150.22,-149.18,-149.05,-146.49,-144.91,-139.65,-155.37672727272727
299,-249.41,-239.35,-225.44,-216.85,-216.27,-215.60,-214.47,-213.20,-207.29,-201.20,-226.52
637,-191.31,-187.70,-175.38,-174.79,-171.32,-167.60,-167.19,-164.71,-164.04,-163.98,-177.26981818181815
718,-206.54,-200.87,-193.33,-181.36,-179.79,-178.82,-176.62,-175.50,-174.55,-173.66,-189.41763636363635
178,-201.48,-174.29,-172.58,-168.77,-167.97,-167.04,-164.80,-163.25,-161.21,-160.57,-174.91636363636363
682,-197.42,-196.93,-189.52,-188.32,-186.01,-184.11,-184.02,-182.83,-182.78,-182.72,-190.00781818181812
612,-205.74,-205.58,-196.51,-190.66,-183.80,-183.23,-180.84,-179.58,-177.53,-177.48,-193.23472727272727
192,-210.97,-200.92,-200.09,-186.19,-176.72,-167.19,-163.07,-161.42,-159.40,-156.66,-187.82363636363635
604,-167.50,-155.94,-155.42,-153.20,-152.65,-151.65,-151.16,-148.30,-147.76,-147.69,-155.65672727272727
416,-215.15,-209.74,-198.23,-197.21,-193.46,-192.62,-179.18,-178.73,-177.56,-177.22,-198.4469090909091
351,-192.34,-177.90,-172.93,-168.64,-167.81,-166.85,-166.64,-166.41,-163.08,-163.03,-174.26381818181818
111,-156.77,-149.11,-147.24,-146.54,-145.05,-143.68,-142.46,-141.07,-139.55,-138.93,-147.51218181818183
678,-190.93,-189.44,-182.54,-181.19,-179.46,-175.51,-174.99,-174.95,-174.40,-174.38,-182.64018181818182
625,-247.30,-202.77,-202.32,-199.40,-194.68,-192.07,-191.70,-187.69,-186.86,-186.75,-206.0192727272727
630,-213.44,-211.72,-208.03,-202.58,-200.49,-198.69,-195.65,-193.13,-193.04,-192.73,-204.7158181818182
569,-248.64,-241.25,-211.55,-197.51,-196.05,-186.46,-184.81,-184.68,-184.54,-184.48,-212.51018181818174
012,-183.89,-174.85,-172.56,-167.21,-160.47,-160.09,-159.80,-158.94,-158.49,-156.75,-169.3912727272727
723,-218.40,-182.60,-182.22,-181.44,-180.82,-180.31,-180.29,-179.99,-178.48,-177.25,-187.9463636363636
365,-206.44,-202.78,-191.19,-191.03,-185.17,-179.44,-179.06,-176.29,-175.78,-174.77,-191.56018181818183
016,-182.75,-181.24,-180.80,-179.99,-178.97,-177.05,-176.99,-176.19,-173.59,-172.92,-179.6489090909091
385,-194.57,-193.10,-190.10,-179.43,-176.67,-175.28,-173.02,-170.64,-170.53,-169.64,-183.84599999999998
199,-151.14,-143.40,-140.35,-136.02,-135.98,-135.61,-134.07,-128.06,-127.27,-126.87,-139.50436363636365
780,-232.27,-226.55,-206.29,-205.22,-202.97,-197.08,-195.54,-188.83,-183.18,-180.02,-209.94109090909092
476,-176.46,-173.44,-172.26,-171.95,-170.22,-169.96,-169.88,-168.78,-168.07,-166.76,-172.13036363636363
662,-223.50,-196.08,-192.85,-185.56,-180.12,-179.10,-176.83,-176.30,-175.90,-175.24,-192.3803636363636
184,-224.16,-205.12,-196.47,-191.28,-187.24,-184.74,-184.02,-183.37,-182.97,-180.87,-197.7916363636364
349,-138.03,-137.17,-135.51,-133.94,-132.75,-132.29,-129.59,-128.92,-128.32,-128.31,-134.26381818181818
170,-180.13,-177.67,-161.72,-160.74,-160.00,-158.37,-156.28,-155.82,-151.98,-151.13,-165.7961818181818
698,-192.13,-182.82,-179.93,-178.31,-172.56,-171.66,-169.16,-167.50,-162.18,-161.78,-178.42236363636366
353,-180.79,-147.64,-139.03,-137.87,-136.63,-135.44,-133.35,-132.40,-131.83,-131.68,-146.12563636363635
465,-219.85,-210.93,-210.89,-208.32,-194.65,-189.44,-188.01,-184.64,-183.67,-181.62,-203.8590909090909
785,-220.01,-219.48,-210.53,-207.68,-201.30,-199.87,-195.45,-194.60,-191.37,-191.09,-208.36363636363637
652,-232.19,-195.52,-192.99,-190.40,-188.30,-183.32,-180.71,-177.23,-176.80,-176.35,-196.16690909090912
567,-222.63,-215.96,-210.86,-204.57,-199.49,-198.44,-196.72,-196.60,-192.12,-191.94,-207.83290909090908
483,-254.71,-235.15,-232.67,-227.76,-227.32,-225.72,-221.03,-219.63,-215.10,-213.64,-232.7
285,-250.01,-209.08,-195.22,-195.06,-185.11,-184.14,-181.28,-180.55,-180.41,-176.53,-202.62690909090912
187,-228.13,-211.54,-205.62,-203.65,-196.45,-193.87,-193.43,-192.94,-192.79,-190.77,-206.0474545454545
794,-173.66,-155.11,-150.79,-143.71,-143.45,-143.40,-143.30,-142.68,-141.88,-141.45,-151.80054545454547
136,-144.59,-137.10,-131.90,-129.94,-127.46,-123.27,-121.32,-121.25,-118.95,-118.23,-131.47
039,-213.30,-197.52,-195.06,-193.63,-192.10,-190.82,-190.13,-188.74,-187.53,-185.38,-196.73545454545453
407,-288.95,-263.29,-246.21,-245.43,-240.37,-231.77,-228.72,-218.25,-217.29,-216.75,-250.34236363636364
677,-187.96,-178.32,-167.67,-164.83,-162.16,-160.26,-159.78,-157.91,-157.25,-157.23,-169.79072727272728
368,-156.65,-156.18,-148.77,-148.06,-147.84,-145.57,-145.55,-144.62,-144.19,-142.45,-150.19054545454546
106,-196.46,-194.46,-194.31,-191.91,-183.63,-182.72,-181.97,-179.56,-176.59,-174.08,-189.48709090909088
752,-192.04,-189.77,-186.21,-182.32,-177.10,-173.09,-172.05,-171.12,-170.86,-170.18,-182.46836363636368
013,-170.07,-158.83,-148.55,-139.27,-138.14,-137.70,-135.61,-134.17,-131.46,-131.28,-148.1809090909091
422,-243.07,-225.44,-218.59,-217.43,-217.37,-212.20,-211.40,-209.79,-209.06,-208.95,-221.7754545454546
688,-191.36,-182.78,-180.62,-176.27,-175.38,-175.23,-172.72,-171.09,-170.43,-169.86,-179.65036363636364
370,-207.08,-206.90,-197.78,-192.85,-189.73,-188.68,-187.15,-178.99,-175.13,-174.68,-195.58872727272728
781,-236.55,-209.99,-203.55,-196.60,-193.93,-191.32,-181.99,-176.46,-176.00,-175.17,-202.99454545454546
220,-185.70,-185.61,-183.68,-182.72,-181.38,-180.87,-176.95,-175.36,-174.74,-173.22,-182.27599999999998
044,-181.40,-175.19,-174.10,-172.93,-169.13,-160.47,-160.14,-157.76,-153.35,-151.99,-170.61236363636368
271,-170.50,-149.04,-148.54,-145.01,-139.64,-139.20,-138.15,-135.87,-134.09,-133.82,-148.10545454545453
269,-197.65,-197.16,-195.85,-189.41,-184.42,-183.26,-182.58,-178.33,-178.19,-177.00,-190.27490909090903
571,-192.22,-185.36,-182.88,-182.74,-182.56,-180.04,-178.96,-177.49,-177.26,-170.14,-183.65800000000002
394,-187.13,-158.47,-157.57,-157.15,-155.93,-154.65,-152.43,-152.09,-149.71,-149.51,-161.48890909090912
391,-169.29,-163.32,-155.34,-152.44,-151.51,-151.14,-149.85,-148.45,-147.34,-147.16,-156.79872727272723
278,-136.56,-130.63,-122.15,-116.43,-116.21,-116.11,-113.53,-112.61,-112.31,-110.62,-122.51781818181819
747,-165.21,-165.14,-162.00,-161.62,-161.61,-159.19,-159.05,-157.85,-157.75,-157.57,-162.0750909090909
112,-166.16,-162.84,-149.93,-148.43,-145.59,-143.85,-143.83,-142.04,-141.66,-140.04,-152.4218181818182
201,-251.45,-250.65,-245.10,-229.97,-218.39,-217.68,-217.66,-214.87,-213.62,-212.86,-234.45509090909093
729,-183.99,-180.82,-176.45,-174.80,-174.16,-173.34,-172.60,-169.87,-169.63,-169.11,-176.7730909090909
066,-124.36,-117.63,-116.77,-116.27,-115.09,-111.58,-109.11,-109.04,-108.06,-106.54,-116.09054545454543
150,-208.17,-206.01,-205.97,-193.57,-187.08,-182.26,-179.31,-179.25,-173.13,-172.28,-195.3790909090909
784,-213.84,-209.35,-205.31,-200.14,-192.84,-188.25,-187.92,-187.46,-187.34,-186.85,-200.7252727272727
438,-235.14,-230.95,-226.21,-224.40,-221.12,-214.64,-212.94,-212.78,-208.89,-201.98,-224.00381818181816
572,-194.96,-189.94,-176.99,-175.75,-175.14,-175.13,-171.92,-170.53,-168.44,-168.37,-180.65890909090913
172,-178.32,-172.60,-162.05,-161.81,-161.08,-160.25,-158.48,-158.37,-158.04,-155.41,-165.70763636363637
190,-183.51,-179.42,-174.57,-159.32,-157.98,-155.93,-154.60,-153.95,-153.52,-152.48,-167.79963636363638
518,-195.13,-173.65,-168.25,-165.96,-165.48,-160.58,-159.67,-159.12,-159.04,-157.13,-171.07090909090908
411,-208.54,-201.47,-199.78,-196.68,-189.67,-183.23,-182.11,-181.86,-180.95,-179.15,-195.32490909090907
494,-181.71,-178.24,-176.13,-172.66,-171.75,-169.82,-167.01,-164.64,-163.73,-160.31,-173.96818181818182
358,-201.17,-178.52,-178.04,-176.55,-175.69,-174.35,-164.98,-160.94,-160.88,-156.04,-178.63600000000002
309,-193.15,-187.25,-185.22,-182.97,-182.16,-180.13,-172.90,-170.70,-168.99,-165.48,-183.274
062,-149.45,-147.35,-143.36,-142.74,-142.32,-140.42,-139.18,-137.88,-137.75,-137.06,-143.73909090909092
429,-220.27,-220.26,-214.26,-208.12,-201.96,-198.21,-197.34,-195.60,-189.09,-189.04,-209.13
236,-205.50,-201.99,-196.29,-187.23,-186.42,-182.05,-180.48,-179.36,-178.70,-175.03,-192.27345454545454
657,-195.17,-191.72,-186.72,-179.42,-174.29,-173.20,-169.91,-168.02,-166.34,-165.01,-182.18199999999996
263,-216.48,-215.01,-207.88,-203.24,-200.75,-200.59,-196.18,-195.57,-195.49,-192.43,-206.32545454545456
364,-238.97,-220.08,-203.79,-201.27,-201.03,-198.48,-189.31,-188.28,-186.26,-185.00,-208.86927272727272
669,-193.96,-184.70,-176.89,-175.86,-175.44,-173.90,-172.98,-171.28,-163.47,-160.08,-179.32654545454548
088,-205.48,-197.51,-196.87,-196.55,-192.24,-187.25,-183.74,-182.70,-182.09,-179.07,-194.53090909090906
466,-173.99,-168.30,-165.14,-164.70,-163.33,-161.55,-159.25,-159.17,-158.34,-157.68,-165.54945454545458
020,-211.78,-203.36,-194.44,-192.26,-191.21,-189.27,-182.12,-179.75,-177.39,-177.26,-195.3229090909091
125,-280.20,-277.91,-270.98,-270.07,-269.12,-247.45,-246.49,-246.01,-235.57,-234.41,-266.2369090909091
596,-209.55,-200.02,-196.95,-193.80,-192.06,-187.89,-185.96,-184.74,-184.02,-181.96,-195.77727272727276
667,-236.80,-234.51,-223.99,-219.38,-208.70,-196.76,-196.44,-192.36,-190.07,-188.89,-217.70981818181812
361,-224.04,-202.47,-200.38,-197.79,-193.78,-193.72,-193.43,-191.51,-191.08,-189.03,-201.8349090909091
025,-162.34,-158.91,-154.56,-154.22,-152.31,-151.55,-150.52,-149.19,-146.91,-146.33,-155.10945454545453
577,-176.64,-175.96,-173.79,-159.12,-156.01,-154.58,-153.68,-153.11,-150.30,-149.91,-165.23127272727274
336,-197.04,-193.09,-182.86,-181.96,-177.06,-176.14,-175.49,-167.70,-163.19,-155.59,-183.18000000000004
277,-144.71,-138.32,-136.34,-135.78,-131.94,-129.26,-123.79,-123.66,-123.46,-122.73,-134.67072727272725
245,-140.86,-135.89,-132.03,-131.98,-128.68,-128.30,-122.99,-122.56,-121.43,-120.75,-131.79163636363634
029,-194.95,-193.67,-189.46,-186.84,-186.65,-186.28,-186.01,-184.07,-181.67,-180.30,-189.2232727272727
797,-189.57,-170.44,-157.18,-156.53,-149.14,-146.13,-145.80,-143.66,-141.86,-141.82,-160.87309090909088
357,-184.01,-180.10,-169.60,-163.78,-163.63,-162.82,-160.71,-160.43,-157.28,-155.54,-170.07945454545455
708,-185.58,-182.52,-172.33,-170.43,-167.24,-166.47,-163.79,-159.57,-155.42,-155.32,-172.83545454545455
175,-207.94,-190.37,-186.22,-183.51,-182.25,-179.99,-178.85,-176.58,-174.00,-173.05,-187.7581818181818
635,-202.78,-199.94,-196.21,-189.79,-184.11,-181.69,-181.16,-180.94,-180.86,-180.69,-191.79
323,-201.37,-194.14,-179.10,-174.57,-172.17,-169.67,-166.99,-166.42,-165.10,-163.98,-181.06400000000005
360,-207.29,-199.88,-198.45,-195.70,-188.80,-185.95,-184.05,-181.94,-181.24,-178.79,-194.8210909090909
321,-153.35,-149.60,-149.18,-142.38,-140.97,-140.33,-140.26,-139.46,-139.40,-139.35,-145.728
157,-157.75,-152.64,-143.28,-142.77,-140.37,-137.47,-133.86,-132.33,-127.45,-125.71,-144.35454545454547
599,-219.31,-218.13,-200.29,-195.16,-190.17,-189.87,-184.36,-183.58,-182.52,-182.23,-200.9187272727273
131,-204.73,-202.43,-200.48,-198.08,-185.62,-182.80,-179.19,-178.39,-176.48,-175.89,-193.9649090909091
362,-215.24,-197.38,-194.32,-191.19,-181.68,-177.82,-176.84,-175.79,-174.17,-172.60,-191.93745454545456
382,-142.03,-127.15,-119.16,-115.65,-111.40,-111.05,-110.60,-107.80,-107.71,-106.71,-120.71018181818182
104,-153.15,-151.75,-149.40,-148.83,-143.78,-142.75,-140.73,-140.15,-140.06,-139.68,-147.5247272727273
454,-228.61,-218.51,-216.43,-215.53,-201.12,-200.92,-193.63,-189.46,-188.06,-187.39,-211.10127272727274
670,-176.72,-174.03,-172.86,-165.31,-164.02,-163.85,-163.53,-162.24,-160.68,-160.18,-169.07763636363637
646,-187.37,-178.75,-173.10,-170.96,-160.01,-155.21,-154.16,-153.59,-153.43,-153.36,-169.7765454545455
226,-200.45,-198.73,-197.24,-193.50,-190.72,-187.70,-185.14,-182.36,-178.89,-178.69,-193.31672727272726
091,-221.27,-215.18,-214.52,-208.46,-205.87,-203.61,-196.81,-193.37,-185.85,-183.95,-209.10854545454546
154,-192.39,-191.68,-184.55,-176.33,-167.98,-163.59,-162.62,-157.98,-154.24,-154.19,-177.68454545454549
605,-183.13,-179.98,-177.80,-177.35,-177.08,-175.08,-174.97,-173.98,-173.74,-173.57,-178.10399999999998
668,-215.38,-196.20,-192.50,-187.38,-187.09,-186.39,-185.09,-185.00,-184.09,-183.12,-194.0438181818182
092,-197.39,-193.47,-190.12,-185.55,-185.39,-183.36,-182.70,-182.47,-181.35,-179.80,-188.81436363636362
232,-182.64,-173.65,-167.51,-165.63,-164.05,-160.55,-159.30,-156.52,-155.63,-151.49,-168.09636363636363
611,-167.89,-164.97,-164.24,-162.65,-157.47,-152.56,-146.15,-146.00,-145.69,-144.14,-159.66981818181816
499,-199.32,-194.52,-193.09,-190.09,-182.67,-180.64,-179.60,-178.58,-178.34,-177.21,-189.20872727272726
731,-184.17,-178.20,-174.70,-172.13,-170.44,-168.62,-165.34,-163.99,-163.91,-162.76,-173.77563636363635
554,-221.51,-192.30,-188.26,-187.77,-185.19,-178.29,-174.76,-174.69,-173.85,-173.54,-191.14927272727277
028,-237.12,-217.51,-216.66,-199.01,-197.35,-196.97,-193.17,-193.11,-191.10,-188.85,-209.94818181818184
026,-181.43,-166.28,-163.68,-160.48,-154.74,-154.48,-152.41,-150.06,-149.74,-149.36,-162.784
089,-209.31,-207.14,-206.88,-200.66,-199.55,-197.44,-194.48,-191.57,-190.07,-187.31,-202.2109090909091
692,-224.60,-218.65,-217.93,-215.20,-213.11,-211.31,-206.65,-204.54,-202.99,-198.03,-215.32963636363638
179,-267.39,-234.46,-231.89,-230.72,-217.90,-211.86,-207.75,-206.58,-205.71,-204.67,-230.68599999999995
000,-229.69,-195.56,-190.99,-186.85,-184.14,-180.66,-176.26,-172.87,-171.61,-169.64,-193.40836363636365
318,-178.00,-170.27,-165.09,-158.08,-157.83,-150.27,-149.35,-144.52,-143.37,-143.30,-161.80072727272724
176,-215.73,-214.41,-206.78,-206.42,-205.22,-205.00,-204.99,-204.43,-199.80,-199.59,-208.63509090909093
721,-208.16,-185.59,-181.43,-180.93,-180.26,-171.29,-171.00,-170.57,-169.91,-169.61,-183.8729090909091
788,-179.31,-173.05,-160.71,-156.52,-151.33,-151.01,-148.68,-148.46,-146.39,-146.34,-161.34763636363638
296,-187.99,-186.01,-185.03,-184.28,-182.71,-182.46,-180.95,-180.74,-180.60,-177.78,-184.32272727272726
770,-229.27,-216.71,-206.95,-205.23,-204.46,-204.25,-202.88,-198.16,-197.50,-196.47,-210.55963636363634
188,-178.34,-177.62,-171.76,-162.01,-161.96,-161.66,-159.76,-159.30,-155.59,-152.69,-168.2
697,-199.68,-190.54,-190.18,-189.45,-185.05,-179.17,-177.53,-176.72,-172.02,-171.86,-187.66509090909094
774,-204.09,-195.66,-188.67,-188.44,-179.24,-174.98,-170.33,-169.96,-167.34,-165.70,-186.7672727272727
249,-161.07,-149.84,-137.66,-136.37,-134.57,-131.55,-127.94,-127.90,-125.77,-125.46,-140.95927272727272
023,-199.95,-188.99,-186.32,-182.19,-181.28,-181.15,-180.47,-180.35,-176.21,-175.45,-186.3732727272727
265,-159.78,-140.22,-136.12,-135.76,-135.73,-133.72,-133.08,-132.77,-127.65,-126.97,-139.90800000000002
724,-186.30,-178.26,-175.58,-174.92,-170.16,-168.68,-168.51,-166.51,-164.91,-164.15,-175.06036363636363
713,-154.92,-148.06,-145.29,-142.84,-141.92,-141.25,-134.73,-131.28,-128.67,-127.79,-143.99272727272725
005,-181.64,-178.94,-171.81,-169.45,-169.37,-167.79,-167.60,-166.95,-166.50,-165.73,-172.9570909090909
579,-176.91,-156.37,-156.24,-154.34,-154.02,-148.20,-146.57,-144.16,-143.81,-142.50,-156.74054545454547
164,-154.78,-153.34,-144.66,-144.44,-142.35,-140.24,-139.83,-139.49,-137.54,-136.03,-146.18945454545454
782,-268.09,-204.99,-198.42,-187.35,-174.82,-173.49,-171.85,-166.20,-164.28,-162.85,-200.33454545454543
590,-240.44,-221.99,-217.36,-214.72,-213.65,-212.48,-210.82,-210.19,-207.34,-206.74,-219.70545454545456
108,-200.14,-189.37,-184.02,-180.72,-178.35,-175.34,-174.74,-167.63,-167.12,-166.88,-183.5036363636363
114,-181.16,-171.55,-170.76,-169.47,-167.87,-166.17,-164.92,-164.29,-159.31,-157.59,-170.45000000000005
536,-203.79,-201.02,-200.91,-198.25,-183.64,-183.56,-181.32,-178.71,-177.18,-176.17,-193.70345454545455
058,-173.59,-156.38,-151.57,-151.44,-145.25,-139.72,-133.94,-132.10,-131.36,-129.56,-151.09818181818184
772,-169.31,-166.23,-164.64,-160.26,-158.45,-157.71,-156.30,-156.09,-156.08,-154.50,-162.31799999999998
447,-194.35,-176.58,-169.00,-166.74,-156.34,-153.76,-144.55,-143.47,-143.26,-142.89,-167.2138181818182
105,-174.39,-168.32,-163.18,-161.68,-161.44,-160.19,-158.75,-157.87,-156.92,-155.65,-164.43036363636364
113,-169.41,-167.48,-159.11,-150.63,-147.18,-146.77,-144.98,-141.64,-141.60,-140.37,-155.8918181818182
065,-164.74,-163.40,-155.33,-154.41,-152.20,-150.36,-149.95,-149.73,-147.52,-143.85,-156.2616363636364
110,-211.14,-197.27,-188.71,-184.28,-183.41,-177.69,-176.88,-173.76,-173.58,-168.63,-189.454
117,-204.16,-180.73,-180.25,-179.87,-179.21,-178.00,-177.39,-175.41,-171.72,-168.86,-183.32018181818182
649,-207.48,-203.92,-200.44,-186.82,-184.03,-180.23,-179.14,-178.77,-178.20,-170.55,-192.8452727272727
592,-203.07,-199.20,-184.66,-183.55,-181.52,-177.49,-177.42,-177.09,-175.90,-175.59,-187.828
789,-187.67,-172.04,-165.22,-164.67,-163.66,-163.10,-161.87,-161.82,-161.57,-161.53,-169.35599999999997
093,-140.07,-126.79,-125.62,-119.79,-118.29,-115.99,-113.57,-111.70,-110.69,-110.30,-123.56454545454545
644,-182.10,-169.41,-166.87,-164.74,-164.36,-162.53,-159.14,-159.08,-158.43,-152.94,-167.56799999999998
472,-206.19,-193.82,-189.77,-189.28,-186.13,-177.38,-175.43,-175.31,-171.87,-170.58,-189.0009090909091
049,-170.09,-152.99,-149.02,-146.41,-145.26,-145.14,-144.67,-143.72,-140.94,-140.83,-151.35727272727271
301,-186.85,-186.52,-184.98,-177.36,-164.97,-160.32,-159.86,-158.79,-158.03,-152.23,-175.3465454545455
102,-220.29,-218.17,-211.93,-208.50,-208.31,-206.25,-203.72,-203.38,-198.32,-196.59,-211.286
019,-177.91,-166.10,-165.54,-164.42,-164.31,-162.91,-162.51,-161.87,-161.51,-157.07,-166.64381818181818
676,-183.61,-181.13,-168.94,-167.76,-165.42,-163.71,-160.76,-160.44,-159.71,-158.61,-171.01036363636368
674,-200.92,-200.41,-198.73,-184.24,-183.74,-182.55,-180.07,-178.63,-174.27,-172.23,-190.62800000000001
053,-202.05,-199.00,-181.66,-181.39,-178.62,-178.10,-175.78,-174.00,-172.04,-170.93,-186.12472727272728
080,-179.47,-166.63,-164.25,-163.49,-162.75,-161.88,-158.34,-154.26,-151.21,-150.99,-165.2409090909091
514,-195.65,-186.98,-182.76,-168.81,-167.17,-163.09,-161.62,-160.65,-160.36,-157.94,-176.52054545454547
147,-203.34,-181.03,-179.81,-179.71,-175.46,-175.23,-173.92,-170.28,-169.36,-167.52,-181.83254545454548
520,-155.67,-150.54,-149.47,-142.93,-136.85,-134.12,-131.87,-131.37,-129.62,-126.90,-143.76836363636363
495,-205.24,-203.66,-195.15,-194.72,-189.25,-183.16,-183.14,-180.67,-176.02,-175.75,-193.8770909090909
224,-184.05,-166.58,-164.89,-158.85,-154.31,-149.40,-148.31,-148.11,-147.93,-147.52,-162.26545454545456
233,-201.46,-199.23,-197.49,-190.56,-190.41,-189.21,-188.39,-181.97,-176.38,-176.30,-193.4281818181818
052,-167.32,-165.16,-152.77,-151.05,-150.62,-148.68,-147.00,-144.26,-142.33,-141.84,-155.15545454545457
450,-221.12,-214.79,-211.19,-207.69,-204.48,-204.04,-202.77,-196.58,-195.41,-195.33,-209.48563636363636
393,-183.28,-178.56,-175.94,-168.98,-167.34,-166.64,-166.59,-165.06,-164.93,-162.91,-173.1230909090909
628,-191.22,-184.70,-176.58,-175.19,-174.09,-172.98,-172.34,-172.17,-168.11,-166.46,-178.75381818181816
717,-175.42,-162.37,-145.84,-145.49,-142.86,-142.77,-139.41,-139.33,-138.97,-134.38,-151.99345454545454
381,-133.07,-127.51,-120.84,-120.45,-115.91,-112.50,-111.43,-110.67,-108.74,-108.48,-120.90563636363636
327,-220.66,-205.16,-196.99,-190.54,-188.54,-188.00,-187.71,-184.31,-177.75,-169.91,-197.512
135,-154.48,-152.61,-149.68,-147.34,-138.41,-137.12,-136.60,-133.94,-133.81,-129.34,-145.60636363636362
453,-217.65,-175.74,-173.22,-165.33,-158.46,-154.91,-151.57,-147.53,-146.62,-145.59,-172.98618181818185
379,-191.69,-183.04,-172.55,-169.52,-168.74,-163.08,-162.50,-161.60,-161.50,-159.74,-174.12145454545453
264,-201.75,-201.09,-185.61,-184.39,-181.67,-177.76,-175.78,-175.40,-173.47,-172.29,-187.82345454545458
690,-210.99,-207.59,-206.76,-206.48,-204.67,-202.55,-201.11,-199.00,-196.89,-196.19,-205.63327272727275
014,-193.89,-190.94,-187.41,-187.30,-185.53,-183.91,-183.17,-180.42,-179.99,-179.22,-187.52018181818178
502,-198.60,-191.67,-187.63,-182.03,-179.14,-174.47,-170.49,-169.96,-169.75,-168.20,-184.23654545454545
437,-234.69,-219.09,-215.55,-209.18,-206.65,-202.49,-201.58,-200.65,-199.01,-198.46,-213.89945454545457
762,-178.81,-171.26,-166.53,-153.75,-151.48,-151.06,-150.91,-148.56,-147.37,-143.73,-161.63454545454545
791,-165.09,-163.81,-147.44,-147.33,-146.83,-138.48,-137.00,-135.07,-134.44,-132.49,-150.25418181818182
040,-237.67,-207.26,-197.57,-192.76,-188.64,-185.10,-179.97,-177.16,-172.86,-172.70,-199.98254545454543
292,-219.13,-209.52,-208.30,-200.52,-195.59,-191.84,-190.17,-189.36,-184.11,-179.46,-202.84
041,-208.75,-194.89,-182.35,-181.64,-176.61,-176.59,-175.37,-172.95,-169.72,-166.41,-186.19236363636364
548,-252.95,-245.82,-241.77,-228.76,-226.53,-222.69,-204.76,-203.67,-201.56,-195.42,-232.33781818181825
560,-211.94,-209.21,-208.24,-206.63,-205.46,-205.42,-180.75,-176.88,-175.37,-172.49,-202.75181818181815
221,-225.71,-214.76,-208.89,-204.00,-196.87,-186.23,-182.03,-179.23,-176.86,-175.20,-203.56654545454546
107,-181.28,-173.90,-163.40,-162.34,-162.02,-154.89,-152.18,-152.10,-149.97,-149.51,-165.13672727272728
401,-222.62,-211.53,-206.27,-204.15,-198.25,-194.90,-193.40,-190.84,-190.54,-189.83,-205.27654545454547
275,-187.36,-178.77,-169.78,-160.65,-159.25,-156.04,-152.63,-149.75,-146.30,-146.12,-167.2638181818182
347,-191.85,-181.05,-180.59,-179.99,-176.26,-174.11,-171.36,-170.19,-164.29,-163.62,-179.4349090909091
501,-208.74,-200.51,-200.04,-198.64,-196.14,-193.57,-188.12,-187.47,-186.28,-182.14,-198.12854545454542
467,-192.82,-190.50,-180.63,-178.21,-176.90,-173.43,-171.49,-170.90,-170.21,-166.10,-181.2534545454546
033,-199.32,-187.49,-185.40,-184.17,-183.28,-182.62,-178.08,-173.84,-171.57,-171.38,-185.71163636363633
337,-196.49,-189.59,-181.37,-179.53,-176.30,-173.81,-173.33,-172.74,-171.46,-171.15,-182.38799999999998
212,-209.97,-197.99,-194.38,-193.41,-191.16,-190.17,-186.33,-185.73,-185.72,-184.03,-195.38745454545457
442,-190.84,-189.80,-188.59,-186.28,-183.50,-177.56,-177.22,-177.18,-174.50,-173.39,-185.10709090909089
660,-209.90,-205.98,-196.67,-181.56,-175.47,-169.34,-168.63,-168.47,-167.22,-167.09,-188.69236363636364
056,-148.12,-148.07,-147.81,-145.90,-145.56,-144.69,-144.39,-143.86,-142.16,-140.31,-146.33072727272727
334,-136.68,-128.04,-126.13,-124.69,-124.53,-122.96,-120.97,-118.20,-117.36,-116.69,-126.41636363636364
015,-196.88,-193.22,-186.55,-174.63,-173.08,-170.23,-168.36,-167.77,-162.05,-161.19,-181.35018181818182
354,-228.58,-224.22,-219.77,-206.16,-198.73,-197.93,-188.67,-188.48,-187.90,-186.17,-210.34872727272727
396,-175.46,-172.69,-169.63,-168.17,-166.20,-165.79,-165.41,-164.85,-162.71,-162.54,-169.33345454545454
